"encargo_fiduciario_id";"documento_id";"valor_debito"
981073;232832;195311.0
981074;233325;195311.0
981075;234024;195311.0
981076;235065;195311.0
981077;235840;195311.0
981078;236383;195311.0
981079;236795;195311.0
981080;230787;195311.0
981081;231575;195311.0
981082;232108;195311.0
981083;232658;195311.0
981084;232738;195311.0
981085;233782;195311.0
981086;234887;195311.0
981087;235590;195311.0
981088;236236;195311.0
981089;236816;195311.0
981090;230788;398531.0
981091;231419;398531.0
981092;232023;398531.0
981093;232334;398531.0
981094;237112;398531.0
981095;237457;398531.0
981096;237966;398531.0
981097;230789;390927.0
981098;231420;390927.0
981099;231932;390927.0
981100;232641;390927.0
981101;233835;390927.0
981102;235140;390927.0
981103;237281;390927.0
981104;237543;390927.0
981105;237927;390927.0
981106;230790;195311.0
981107;231421;195311.0
981108;231933;195311.0
981109;232388;195311.0
981110;233016;195311.0
981111;233333;195311.0
981112;233911;195311.0
981113;235388;195311.0
981114;235839;195311.0
981115;237362;195311.0
981116;237939;195311.0
981117;230791;221241.0
981118;231655;221241.0
981119;232673;221241.0
981120;232860;221241.0
981121;233791;221241.0
981122;234897;221241.0
981123;236234;221241.0
981124;237053;221241.0
981125;230792;429683.0
981126;231423;429683.0
981127;231935;429683.0
981128;232339;429683.0
981129;233209;429683.0
981130;233309;429683.0
981131;233840;429683.0
981132;235119;429683.0
981133;235800;429683.0
981134;236429;429683.0
981135;237108;429683.0
981136;237455;429683.0
981137;237998;429683.0
981138;230793;221361.0
981139;231656;221361.0
981140;232652;221361.0
981141;232736;221361.0
981142;233682;221361.0
981143;235540;221361.0
981144;236168;221361.0
981145;236667;221361.0
981146;237107;221361.0
981147;237850;221361.0
981148;230794;206281.0
981149;231684;206281.0
981150;232762;206281.0
981151;233774;206281.0
981152;235142;206281.0
981153;236683;206281.0
981154;237133;206281.0
981155;237842;206281.0
981156;230795;429683.0
981157;231425;429683.0
981158;231937;429683.0
981159;232381;429683.0
981160;233220;429683.0
981161;233471;429683.0
981162;233905;429683.0
981163;236387;429683.0
981164;236804;429683.0
981165;237250;429683.0
981166;237524;429683.0
981167;237929;429683.0
981168;230796;263581.0
981169;231658;263581.0
981170;232254;263581.0
981171;232989;263581.0
981172;233683;263581.0
981173;234890;263581.0
981174;235592;263581.0
981175;237106;263581.0
981176;237843;263581.0
981177;230797;429683.0
981178;231482;429683.0
981179;237260;429683.0
981180;237532;429683.0
981181;230798;403457.0
981182;231324;403457.0
981183;237146;403457.0
981184;237474;403457.0
981185;230799;208110.0
981186;231577;208110.0
981187;237178;208110.0
981188;237729;208110.0
981189;230800;195311.0
981190;231547;195311.0
981191;232028;195311.0
981192;232402;195311.0
981193;232848;195311.0
981194;233554;195311.0
981195;234141;195311.0
981196;230801;276210.0
981197;237170;276210.0
981198;230802;195311.0
981199;231485;195311.0
981200;231954;195311.0
981201;230803;429683.0
981202;231343;429683.0
981203;237127;429683.0
981204;230804;195311.0
981205;231298;195311.0
981206;231686;195311.0
981207;230805;204062.0
981208;231586;204062.0
981209;237203;204062.0
981210;237749;204062.0
981211;230806;195311.0
981212;231311;195311.0
981213;231943;195311.0
981214;232657;195311.0
981215;233009;195311.0
981216;233322;195311.0
981217;234137;195311.0
981218;235074;195311.0
981219;236386;195311.0
981220;236978;195311.0
981221;230807;195311.0
981222;231515;195311.0
981223;232343;195311.0
981224;232818;195311.0
981225;233623;195311.0
981226;230808;429683.0
981227;231306;429683.0
981228;237121;429683.0
981229;237462;429683.0
981230;230809;195311.0
981231;230810;275242.0
981232;231576;275242.0
981233;237191;275242.0
981234;237739;275242.0
981235;230811;195311.0
981236;231333;195311.0
981237;231758;195311.0
981238;232441;195311.0
981239;233235;195311.0
981240;233359;195311.0
981241;233930;195311.0
981242;235288;195311.0
981243;235933;195311.0
981244;230812;374168.0
981245;231594;374168.0
981246;232853;374168.0
981247;233703;374168.0
981248;237165;374168.0
981249;237719;374168.0
981250;230813;195311.0
981251;231581;195311.0
981252;230814;195311.0
981253;231549;195311.0
981254;232039;195311.0
981255;232654;195311.0
981256;232826;195311.0
981257;230815;302242.0
981258;231337;302242.0
981259;231963;302242.0
981260;232280;302242.0
981261;237153;302242.0
981262;237479;302242.0
981263;230816;195311.0
981264;231454;195311.0
981265;231704;195311.0
981266;232354;195311.0
981267;232823;195311.0
981268;233544;195311.0
981269;234018;195311.0
981270;235318;195311.0
981271;235965;195311.0
981272;230817;310535.0
981273;231564;310535.0
981274;237650;310535.0
981275;230818;195311.0
981276;231488;195311.0
981277;231971;195311.0
981278;230819;249572.0
981279;231327;249572.0
981280;231741;249572.0
981281;237097;249572.0
981282;237530;249572.0
981283;230820;195311.0
981284;230821;195311.0
981285;231527;195311.0
981286;232047;195311.0
981287;230822;312736.0
981288;237207;312736.0
981289;230823;207081.0
981290;231604;207081.0
981291;237180;207081.0
981292;237731;207081.0
981293;230824;195311.0
981294;230825;429683.0
981295;231335;429683.0
981296;237075;429683.0
981297;230826;195311.0
981298;230827;429683.0
981299;237109;429683.0
981300;230828;0.0
981301;237192;0.0
981302;230829;217900.0
981303;231595;217900.0
981304;232150;217900.0
981305;232788;217900.0
981306;233663;217900.0
981307;237212;217900.0
981308;237756;217900.0
981309;230830;429683.0
981310;237253;429683.0
981311;230831;195311.0
981312;231629;195311.0
981313;232227;195311.0
981314;232765;195311.0
981315;233780;195311.0
981316;230832;320962.0
981317;231608;320962.0
981318;237187;320962.0
981319;237735;320962.0
981320;230833;195311.0
981321;230834;195311.0
981322;231356;195311.0
981323;231838;195311.0
981324;230835;195311.0
981325;231484;195311.0
981326;231953;195311.0
981327;230836;429683.0
981328;231331;429683.0
981329;231755;429683.0
981330;232285;429683.0
981331;232963;429683.0
981332;233279;429683.0
981333;233865;429683.0
981334;235109;429683.0
981335;235886;429683.0
981336;236419;429683.0
981337;237283;429683.0
981338;237477;429683.0
981339;230837;249572.0
981340;231350;249572.0
981341;237091;249572.0
981342;237526;249572.0
981343;230838;258236.0
981344;230839;411102.0
981345;231359;411102.0
981346;232055;411102.0
981347;232407;411102.0
981348;233031;411102.0
981349;233342;411102.0
981350;234143;411102.0
981351;237065;411102.0
981352;237518;411102.0
981353;237949;411102.0
981354;230840;209021.0
981355;231789;209021.0
981356;232299;209021.0
981357;232715;209021.0
